0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
31291.01926869492,27158.787598724088,31531.840182230382,27127.12886478513,18990.369085666447,18401.617608818673,18004.69462731762,10504.481113036178,16796.38129259233,15652.779768548779,22776.322353629734,18031.99892088939,16533.840363719355,11775.338424361047,14054.99431819348,13609.26789828791,14318.822736089378,16909.313229729192,21539.09004541739,21797.237321300207,17362.368153369414,21647.51573661197,27350.48989082877,22469.176488248635,19350.628945123575,23172.50550487393,22606.99672464478,21503.073925550998,23961.87173891217,26382.529802009994,37125.63194165817,60889.69878216105,31162730.9113482,26156837.7599262,32047040.994791508,26711393.919013802,18433865.44760458,17179719.691867977,17751772.11584062,11046049.01213845,17765044.773552295,17474167.172120444,25674996.891699225,18311364.25621552,17034117.154309586,12116849.721368235,13763760.094513351,13047753.274077319,13761657.475293092,17767182.260025963,22718962.073704664,22692573.270259023,17571890.154266775,21229931.28691867,27028112.195093773,22427998.920531157,19130429.949274626,22468049.056949157,22479263.983529095,22529118.785401557,26741208.060902767,27257442.086244892,37066460.87133038,74547962.33718142
20449.134673255718,15943.44028301915,16929.681830049383,16602.073401377875,13714.231096604717,13193.38181989674,11093.49902716621,6382.165546269988,19253.135414502045,20011.209894299463,23906.653554435754,15004.391388158338,14546.45436556788,13935.213976641935,21592.944579246854,15637.68446546298,14197.929648904978,14950.776317244587,16124.075839028535,13813.65520921015,12141.71146246836,15324.005518536882,17208.785926944605,17506.561318107386,13213.419280551,14296.102914489227,13084.597663834247,14739.672364882103,13561.396063039107,16589.53796141544,25337.11315145068,23303.7979096456,19676572.68596007,13012835.759011824,15217733.6696994,16040394.192157743,13187181.70610185,11371330.074882977,9801551.874471107,6415229.543360883,20474892.950373866,22662990.11529946,26273151.543920267,15988606.40975804,15275736.014474949,16780427.870515328,25598004.040743943,17607485.73090058,15586502.270272305,16285240.721110493,16480036.182591163,13563813.44312683,12116747.507408854,15546898.723171271,17379419.109559257,18015616.98190874,12646285.635443363,13929149.405321134,12326804.14777162,14419448.637269516,12800511.418543303,15315762.375784835,27014921.664845232,21244451.73360515
19482.05950992474,14447.466714620996,13308.272459245085,13649.24211978672,11127.65636175343,11675.975587078412,11067.567614804351,6624.5537082602405,20159.31383241163,20189.768835001527,22576.34831131875,13283.345290107267,14564.761600625603,12261.424483007626,20585.631774421112,19124.094969937232,16828.241415611268,13815.482210789569,18567.99452774832,16979.004736440027,14004.652602841534,14491.396844277502,15961.677810578323,17883.436705006214,15828.969919446881,16638.91250075555,15687.493000226374,14207.62097859582,15147.277988780228,16364.512495554709,23833.244880215956,27963.591196635014,17854159.902554665,13714806.635646293,14446942.928112626,16464151.216422308,11828650.749483816,11189737.759143388,10979285.317116808,7113870.072030892,21648391.358244646,21570640.41139079,23504776.063931637,13322764.969363123,14904955.659845177,13141347.150463082,23427357.163702693,20955842.044954706,17838319.862297263,14177785.899664007,20205896.63507398,18001205.831824284,15265955.694873556,14683837.372724434,15333475.902600655,17693665.292420242,16272775.976485366,17742012.77866612,16302521.677173736,13109758.476655005,14654860.248894768,16967181.63763182,26536418.9829559,29422183.103462048
11698.831103963294,15788.10147087908,15543.317010834835,15662.580250406285,13236.243481811996,11223.2385498602,9334.21655850624,6717.562870947573,13608.546556312354,16735.474098883416,17000.425036257056,9216.363871016598,8323.985149359523,11319.832185023912,16960.64550819348,12935.319016183543,10906.088447270153,12463.943148437462,17808.785012377597,15178.471572143551,11611.805725145427,10903.284428945375,11408.964180553068,10648.132456981722,11700.094731287263,13948.15293363828,13676.147075251973,11171.219381378938,10668.413489261575,15508.659442146463,20666.92261706449,25578.681295200273,10849443.225433508,13118851.87082831,14986949.947375996,15426706.57371576,11537526.646165613,9746303.754829632,9105352.3714649,6865402.947494447,14208361.509092275,19039686.17882647,17873500.59230176,8492152.287492778,8002775.272075128,12410818.694864254,18233194.78663258,13347044.748434095,10604402.181741685,13085124.707215004,18657007.65566575,16554682.222392159,12078211.723966124,10248985.601020593,11851084.159148848,10951073.526680976,11417225.594752258,12963724.350780144,12967579.394518476,10538193.826472344,9556188.492605658,14579372.456412867,20060873.6355326,24189302.195758678
16718.271114963758,8802.00881198292,9513.847217693323,9524.12478516953,8537.078650551413,7281.91199380476,8768.216605954009,6294.273534750278,12336.557467181785,14902.500200190749,17499.176607874968,9525.637896460557,9622.067500613693,10480.495676317272,13685.67083277015,12143.821286884291,11968.573922551568,11175.434211171209,13278.531907004177,14251.988463458038,10322.862342385744,11042.24803136018,13627.541730255032,9004.702115726855,7151.40251104533,9497.366874681056,11227.560594774444,12044.44446087217,9758.136273815333,11976.800512494045,15530.627765475063,16904.70721604588,21169547.838039998,7894085.449431376,7776206.815816753,8918283.277781498,9200177.460865282,8046302.644939943,9960375.895362565,7027334.858564114,12824353.63217038,17890464.634336725,19308816.17862467,11402882.715105185,10991102.146386897,11836831.790355666,15366098.748063566,13812152.695538217,13569755.27922484,11630078.11388075,14042431.1325444,16851575.49181003,11246759.285688868,11837386.648126489,15388325.163342088,9550852.86510399,6314310.359071981,10174847.50163329,13911432.264656296,14534643.999595737,11375617.689620677,13938234.14627934,17373604.967440102,15466967.44031483
19511.50482320487,19970.88297084486,19735.46827373397,15740.23195782219,12472.066464850925,11240.855465523728,10374.021745643053,5745.553338860625,17147.438692427422,18640.49063653992,23297.545101284224,11764.002880364611,13655.950614955551,12527.030519720414,19245.472532794534,15556.206636214525,16002.230867386348,13264.9658182848,13059.048992369899,12603.784290009273,15560.973310761477,18856.66818818417,17399.238987385044,14813.01615782012,16782.725128422742,17995.01633791983,14392.36404303962,15247.491139196,14629.346272883853,16910.30551991414,25526.66904688599,37901.45206013416,22092464.51112059,19242193.617773414,19643468.223118097,16591741.097935054,13845437.828185093,12156842.919351866,11551592.218725992,6346035.114474593,17764551.779456418,19113909.49815696,24560049.95371093,12914736.425395375,15625310.708674764,14299494.241070827,22172899.41082065,18272557.916930545,20717249.39879122,16126409.702633953,13031585.337739304,12382809.532412939,18864817.99454146,23826671.36147261,19023967.121872827,16313043.28735227,20032323.32625816,21545580.89887426,16167202.732865324,15637086.989249527,14491732.656865453,17124618.22670101,28195377.388794735,36485489.42336894
20326.70762234615,16651.191206174753,16420.3414232143,13512.443248030413,9495.162056316614,9630.094639935718,10725.400320324472,7917.3129106794295,13928.159914342214,14628.736886090488,14833.71726832893,11017.210927410257,9970.030666571087,10529.99260755267,11022.410143660383,7327.766270896165,9635.726732091254,11485.040032879213,16313.169629151826,15649.660632356346,14638.44736961356,13381.033087250635,13099.857227668694,13831.11128005121,15166.559019991051,16408.254824506053,13639.2907172113,13062.61260104515,13327.284536671386,17481.994304424636,30110.30579717198,37125.113418541834,21862423.650222007,17171275.1952573,16370080.000031982,13240468.303903846,9995626.030176578,10543695.133236824,11781582.042321822,8432040.698276583,13861646.741628254,14865593.746645879,14654961.325094482,12765397.1472812,10834951.099143453,10605024.784154093,10217758.460624803,7462538.575892965,11762969.290029144,13981499.855723856,18685890.522952482,17942937.046141617,17673466.902779046,15649687.637972537,14659079.261589173,15955900.778402591,17499130.492443237,17894112.782473307,14053899.527947655,14553816.363064343,14169055.305047989,16755657.799833344,29449628.605609518,35631225.642288886
14962.736812396504,10190.598405498557,11522.443455715893,10835.082343070715,8862.226197297878,10473.816795348852,10331.217439696426,7086.800171703186,9694.772269771536,12730.623438081424,15841.738135721913,11237.742618156697,10210.785547835423,12988.515894746997,19637.642913946565,15745.202880837092,11231.604291531685,10875.14063954993,13796.165548071873,12379.014584890125,9031.49229080333,10074.488174684215,10336.803607639911,11207.681596030387,13289.085940510427,17375.42813557981,12485.110345985346,9103.94057302146,9014.276490172308,12660.38147953113,19064.186757406216,28090.41363400962,16295239.199478209,9272460.953553064,9218878.864493925,9698651.648101004,8926392.591928197,11491208.040139336,10969636.111350628,7703084.338074269,9872509.634838702,14224248.618861796,17878341.480924215,12187474.806370657,11046997.105238888,14167745.681428416,20741339.655519806,18300251.870002843,13011213.591141135,12330306.635468846,14932650.237644149,12854026.835610947,9079360.210377695,10757607.436491556,10920495.399999648,11980935.10708116,14492149.279419849,19744483.038753413,12783205.738922004,8749030.14444538,8852579.199877067,12953521.932207854,18292477.104625978,25604469.63353696
16041.895209425831,15480.232953400115,21136.734303296533,17528.988215097896,13298.52480880497,11670.110848086208,12039.550963125203,8273.224457041686,21022.89269697605,21939.50093038733,27956.678836726773,11623.148900740867,12150.25217849847,14377.138404226178,21856.889214725583,18147.597244450993,12342.050219102077,11640.647699175823,15107.163816857932,14573.960547858504,12057.035740718822,9725.089513640487,11648.228996724294,10727.536573234922,12416.28438635025,12770.351617231043,12525.178309790934,12039.395709627113,10898.692451971438,12585.55360178331,19225.565783358066,34028.92773618487,16030294.52366826,13773719.99051884,21533342.326256793,19075982.907074697,14540939.522468617,12020321.423761861,11922501.81426516,8709927.66340772,21773694.914254088,24384231.33487217,29314431.204015285,12585165.162746489,13255575.80890447,16184099.159647902,26226569.180493057,22154154.841917455,13910842.133614618,12333607.993036294,14359508.19651715,13502751.694363583,12460424.591773812,10007332.941217225,12393287.581190225,10185553.936330592,12380708.306510134,13422976.88686961,13231657.424195737,11421776.54090158,9987380.815297714,12148818.214035058,20683948.24792371,35714428.692997806
25325.054982557107,30500.97457988364,25983.15106291455,18166.210038176978,12920.966855361547,14694.470629087218,14261.481445995374,8665.495868385979,17605.935912244655,17396.65265272153,23122.970075886835,13014.429274055457,14033.679921739194,13210.751071366296,18123.272254242493,14899.520562904334,13811.405755308033,14673.421074978445,17966.596206512928,15645.241569484957,13264.902408453347,11795.84301622803,12034.830269506336,15133.170767389038,17853.926101920308,20601.841685511787,15996.474882912462,14065.99845102833,15656.637665741244,22387.51804771591,27173.068215268486,40746.14253129173,28414162.4274365,29139027.384882804,26362995.046241466,18382923.67128898,12019367.04907161,13349123.138388144,13891970.903324675,9112752.468468038,18173086.433272652,17634114.946723953,23972009.401570205,14586993.904712483,15725430.383190308,14801704.507125106,20225306.8461116,15552473.445184251,15496791.425162707,17430320.461605415,20831724.33903424,16897753.622780804,14952333.310416464,12707559.935959391,12932628.617723972,15346547.00374778,17913627.0568194,21251614.55372646,15295387.963887794,13757570.231719756,15590716.101856263,21727749.856814038,26441503.067536764,35196137.64857447
