0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
1.8811813493322558,1.8568016109920034,1.8937547520145346,1.8917012324543307,1.9067071457958624,1.881400348713719,1.8876938183756136,1.9180397567988465,1.9625256867279182,1.9845067957556486,1.9617401676141895,1.9500594812524366,1.9714340643513304,1.969864079328342,1.9450834819487546,1.9662559832611202,1.979845781971514,1.9707598034111147,1.9597279443984132,1.9619165478661778,1.956187269962698,1.9508392319433951,1.95140167265159,1.9379257139832595,1.9502423454512183,1.948955823877709,1.9543447237801512,1.9113440925836742,1.910785332828075,1.8870621653286588,1.8776262253897245,1.9052124823541863,4.286400614011925,3.1663327203153457,3.3010417056265906,3.4518417568664765,3.595768961402233,4.350229819548972,3.5778383142328662,3.3606375215312574,3.79255126298656,3.764225618772793,3.7401762911264638,3.7202764366455794,3.2747735795187167,3.1544425361969433,3.3641413618820213,4.169676915187863,4.733324765100657,4.320256229900052,4.163709223259589,4.283045979701723,4.0795882071217795,4.331494620894855,4.782480007710269,4.936694120145069,4.908156241440921,4.314611095646373,4.7170374762114236,4.459351760174536,4.170906731707069,3.6764493013890878,3.1651799629936974,3.7923575849524314
1.8681873783456102,1.828239000175683,1.8273937596113121,1.871386664565005,1.9203469084872977,1.8808518915318562,1.9025170275528698,1.9361326279721163,1.9882944081261456,2.0282049420630637,1.9786588398375426,1.8916804451587517,1.9118677699580908,1.9838616770204036,1.9811573123808008,1.9611299453294668,1.9396243139842662,1.9420730534695327,1.9523588359142672,1.9389561942323688,1.9699085211101919,1.9490335640837464,1.9166396598714255,1.9685301831698028,1.9689055613979964,1.921523925335189,1.886644649812774,1.9303537130199784,1.9393280252305338,1.9028455984010686,1.8847261082700475,1.8005370732923958,3.0868419386462946,2.858350633101457,3.2553194807327896,3.7052833749567817,3.3862870848016104,3.2430100399767436,3.650478443957299,3.7954498141360022,3.725046322412722,4.521709572369672,3.780248586690141,3.262531442708684,3.107644492830853,3.3836252958659916,3.6828362889815978,3.4975637352073643,3.183616387850937,3.2459192678253723,3.409308992335849,4.022530266899635,4.1133133785444915,3.7377102583620316,3.7217629708267754,4.0204868679579135,3.738534990409988,3.5185453010455054,3.3176295942207163,3.5498267975795565,3.2337935603599366,2.941439711695182,3.0346144184260666,3.069140863150024
1.892256479563712,1.8989196652308162,1.855770638498265,1.8776648589568044,1.9062124346463147,1.8776378618640521,1.8806160645615233,1.9434226888023363,1.9973474189959188,2.026284182591902,2.006641548909479,1.9506946509301575,1.9303648515568952,1.9374964691235692,1.9398581048553163,1.940117256213421,1.9274548096132325,1.917052171586017,1.915057620163033,1.9051833734631298,1.9205978363839555,1.9207494362096118,1.9052686795635398,1.9403536159947208,1.9428582245211867,1.9084158337088644,1.965977876582488,1.9555963260839346,1.9372007222685097,1.9376256780323138,1.9051231127593204,1.81859592660212,2.6533084947137904,3.338824308420569,2.720527679323938,2.8100415801834213,3.2642020614013743,3.70209243029517,3.6137912726440535,4.205630577133305,4.025017969633629,4.893845590195334,4.810944609771763,3.2270721153646784,3.5441819634289606,3.259798907757781,3.3194622777319664,4.794855824770287,4.346940698036742,3.763744869706903,4.806688771433984,4.334911049293213,4.365029247850017,3.4066814400637804,3.0986442810620645,3.5506990599433124,3.9221395779138244,3.7203306945466625,3.8029069638889603,4.2343867515996365,3.8564526923762243,3.438457819445814,2.671037506573822,2.8007200232073868
1.8857261986032845,1.8092576581888975,1.8378020471306997,1.8881003773339002,1.9201779726755683,1.8944403026772716,1.8836167327883957,1.9147944220752233,1.9886966302581484,2.045696268437215,2.008739214668297,1.9141982434474678,1.9323907277171555,1.9772678481998123,1.9497350715755462,1.9382492297871992,1.9121646613037633,1.9251126190711556,1.8925328661010201,1.9046929565245918,1.917102214197876,1.903392902838774,1.8902263298714455,1.9055626568800603,1.9444536078780916,1.9321053508662247,1.8973272645584447,1.870893512408755,1.8812639770022086,1.8898946845273135,1.8832956077667529,1.8345234311475023,2.638150532806127,2.352134238426969,2.7895603797884694,4.126473959754869,3.264050850237368,2.6782154689110547,2.83708951092569,4.473973577316379,3.3779441690684773,3.5446486455870216,4.101138973907806,2.852914162683538,3.4383672210719736,3.9929658132232606,4.1063859946628725,4.389534044950055,4.055141358460181,4.22452626313876,3.6504326627982366,3.5883297454686724,3.802302159314201,3.5982853119231692,3.4577148755791556,3.2353608855918834,3.611311368267819,4.337931726652118,4.021695743432922,2.9128012412236095,2.6770864022122445,2.929890071369674,3.483429334830998,2.6062057500431495
1.916568811321421,1.806175634789994,1.8516423126733228,1.8690215926400802,1.896221536915837,1.865558485801745,1.9143418507083452,1.8988507703448718,2.00189329599759,2.011553867054265,2.005840916306422,1.9317788769298527,1.9273810527024413,1.9333532113432825,1.9608343273895248,1.9436203221937338,1.8901220260264524,1.8833886103531667,1.9189224242088225,1.9397968081916372,1.9303313377637692,1.9417435986645784,1.9371551095220993,1.9325066371537263,1.9308761781393828,1.9120153493501089,1.959660777105249,1.9597392609253965,1.9287499167958373,1.9359073149123187,1.885091766072052,1.8566648938982173,4.180346263646914,3.1058755565624545,3.551426153801005,3.407431656095017,3.3109591262988283,3.4665109667197047,4.035956717188391,3.630341494864615,3.9288450491735705,4.113337202264579,4.292835630692203,4.228833382579714,4.073866350734797,4.333200961892767,3.7098346511243476,3.869376721351933,3.8586217535903167,3.8614673886167665,3.7798597350817844,4.003794086000897,4.842001974720225,4.006217426535957,4.143269649159668,3.902680995233995,4.049275702317188,3.8670183132465987,4.041112993915458,4.14211874747185,3.4205411200225426,3.611950354186235,3.081873223314395,3.0828094080499824
1.8407295711434775,1.8045525551904478,1.8186570525619492,1.8367009167822843,1.8715621057129193,1.8609755653593436,1.8655209166603088,1.9092074964062038,1.9718878442572338,2.0170861634923036,1.976904262294185,1.9068505997622878,1.9605129924059888,1.9704230293217662,1.9476082234303096,1.9548537220462794,1.958693396378677,1.9475842760790123,1.8904887785313866,1.9089487878683011,1.9481817625480116,1.958126208957744,1.9522494381744517,1.9660105531366432,1.984804711645001,1.9191168274546924,1.9141113565735812,1.9212968639107344,1.9045330213354863,1.8829069354921184,1.8925133382366075,1.8026961616915107,3.3560697958211536,2.821410405389067,2.6870060375257463,2.609050839210359,2.710883039419521,2.880800332068382,2.9353962299838603,2.9361365513918964,3.5239966082743384,3.722305043730331,3.2022657296052426,2.9406037249217034,3.2061243155026395,4.993008901742658,3.521507800898436,3.766113008718479,3.4927349379046393,3.567230600691129,5.034966249313633,4.685896042231741,3.9860510266556246,3.507416628688245,3.300684237128315,3.451379243294218,3.3579432215866323,3.254908529591059,3.0431838810299583,3.1261539658406687,2.900451610038816,2.5910108142516455,2.6040694308935195,2.930937740130246
1.9263098703922397,1.8342652717378323,1.8234952695586433,1.8632058300763579,1.8896871079818445,1.8951715120933565,1.9137788941720155,1.9700776502290576,2.0148285323208244,2.0471940772389563,1.9913815286448782,1.884428114901985,1.9033737362229772,1.9689163095788011,1.9670765294439532,1.9634582338935818,1.9355448291661657,1.9224815912339877,1.9474957790914762,1.9550457464180602,1.96161771279756,1.949066114168174,1.9254443020765328,2.001161226803824,2.0135770292995754,1.997414452485035,1.9506648435735465,1.9308330717073017,1.89628099738975,1.884164283220177,1.914124158258287,1.8693681042523949,2.9825613036404177,3.3032114139741147,3.1693488063103814,3.2080963034120598,3.330512987086507,3.762724112809972,3.4031980920364355,3.4740977430105815,4.214959954618945,4.105672098930128,4.033350176746302,3.0906733464332414,3.714723788166876,3.835177865506857,3.5967734620147875,3.637318298585677,3.9886418728515354,3.4220784125982617,3.7613651171692677,4.61233872560078,4.139428649176371,3.689000463471521,3.605221251391014,4.211348072483303,4.331964732824807,4.51924153044157,4.015397225851851,4.188837957870577,4.14599687357162,3.3399568872294596,3.8202884072917747,2.983232640345188
1.8728446445208875,1.8329513366491477,1.8743100939113184,1.9134668898732001,1.872830332287315,1.8716101288152562,1.874113861492631,1.9588323478381477,1.9936478395910449,2.031632964085383,1.9993033077710094,1.9372734151852766,1.9778337566589363,2.0157714928099995,1.9776898212291256,1.9999747056237165,1.9755790116335947,1.9909658345746506,1.9679582507962006,1.981768628365294,1.9645898396116028,1.965507558435985,1.964954189221942,1.9662609746693664,1.9856410999196503,1.969967813388839,1.9272186080486473,1.887046168322138,1.8618379079009375,1.8718982328134335,1.920309861528651,1.9193568565756718,3.404413262194843,2.865577260807899,2.9222808625307204,3.3736147927806694,3.1317522100614696,3.2391637929883115,3.3898801938030263,3.682104784280354,3.34264134603528,4.039173183807744,3.6519799889857456,3.7101992224386726,3.577525272285411,3.3273140590705244,3.3572323858479227,3.6934596088048157,3.2352162676802276,3.146112584630883,3.5387109081793553,3.6722606358615706,3.4306197681315114,3.007024408810495,2.9733815620025417,3.7681705438907693,4.264748441022344,4.3825688663472375,3.3720118709542453,3.29384946094684,3.3145605567762844,4.097318272892051,3.69493176738084,2.918183951324102
1.8803424283786092,1.7725712623530165,1.8482820635505164,1.881772976136158,1.8498945472874377,1.8321609729654176,1.8891761374003704,1.9220296878243575,1.995928985599588,2.0127520157602485,1.9988208046646816,1.9176059576922277,1.9495110568001908,2.00280526058892,2.0083968391182956,1.9902136226455907,1.9466091202126221,1.8553897622055837,1.8835384828709876,1.8985983229729206,1.8888923009723013,1.8437610683561756,1.855845019373524,1.8793899681952768,1.9510691674362752,1.9210472713880502,1.9084329327938063,1.8781846833065199,1.8256733981647388,1.8348913803955678,1.8234054705474232,1.7974146003750717,3.184825257437227,2.8862417522424293,3.0822800396663954,3.194246419248741,3.448983047275718,3.326027518763658,3.3166260586696565,3.62378229491107,3.491218414925528,3.562914549577616,3.973288624420335,4.085618804720321,4.857505050985895,4.319717679055304,3.882641898763338,4.755477231696811,4.1146292988189765,3.223395796186308,3.4387754833306086,3.741864844520991,3.8156495746725287,3.574403993664966,3.3024807196017374,3.366259779045648,4.0141107132942535,3.9010471861467693,3.203948439062577,2.827633531363247,2.717003095818865,3.1790909504880736,3.4399280893690745,2.9534582722165057
1.879386930019616,1.9187681585000296,1.94811015039144,1.9234480101028884,1.8558447780664364,1.8861997173854275,1.9105269461453849,1.9323433653323117,2.0030844226205646,2.017053160587331,1.9921398044991707,1.9400841872684107,1.9347577205615625,1.9696193470197643,1.92697858332043,1.9131469299969945,1.9056705070529143,1.9089055038535634,1.9138453393481727,1.9162976635713156,1.9200893278418336,1.8847222137145543,1.8758873445631683,1.9100976689148486,1.9768303027576288,1.9425050988874764,1.935662564989011,1.9012804691936736,1.9025035588660018,1.9206399572970898,1.886716084850233,1.80965444017513,3.80825898422744,2.725988093132312,2.6743128619313468,2.6446516975566237,2.725451270213303,3.177378001668827,3.368036712413401,2.987054767668851,3.9788700584441856,5.308341835798623,5.016541163284327,4.624144829283389,3.9803861724956104,4.563181329949084,3.571324864538041,3.3539300660455247,3.760898906156439,4.434293688086435,4.666201468937231,4.198136591514057,4.683632019600635,3.883470926126224,3.627489019033355,3.762109162873343,3.301483663455285,3.2321638366033127,3.533038507467739,3.2043076314166337,3.0128439755994134,3.294170699018753,3.390545678270515,2.3811639268709284
